Día;Línea de Servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Total general (Número de pasajeros)
12/06/2022;LÍNEA T-A;153;742;936;980;919;1.173;1.445;1.503;1.541;1.765;1.997;2.282;2.240;2.486;2.705;2.332;2.234;1.787;703;62;29.985
13/06/2022;LÍNEA 1;2.887;7.947;10.565;9.247;6.006;4.846;4.181;4.478;4.634;4.849;5.366;5.719;8.039;10.787;7.719;4.598;3.148;2.303;1.037;41;108.397
13/06/2022;LÍNEA 2;161;680;1.009;951;774;754;852;953;1.040;925;1.085;1.455;1.696;2.123;1.701;1.114;720;383;149;4;18.529
13/06/2022;LÍNEA A;15.411;44.978;58.357;46.892;29.153;24.730;22.349;23.003;26.426;26.591;32.513;33.876;54.523;77.072;53.755;28.460;18.592;13.670;7.516;55;637.922
13/06/2022;LÍNEA B;3.038;7.647;8.792;7.802;4.790;4.029;3.761;3.818;4.485;4.129;4.277;5.049;6.929;9.981;6.397;3.538;2.718;1.902;941;10;94.033
13/06/2022;LÍNEA H;227;454;389;225;135;110;112;95;98;56;60;64;34;47;43;43;31;10;2;;2.235
13/06/2022;LÍNEA J;1.339;2.405;2.365;2.007;1.264;859;733;721;765;731;575;554;646;602;384;309;256;121;49;;16.685
13/06/2022;LÍNEA K;2.513;2.867;2.754;2.226;1.512;1.219;1.083;1.148;1.291;1.162;832;834;1.054;819;484;456;542;232;105;;23.133
13/06/2022;LÍNEA M;318;776;782;593;330;252;207;281;334;284;344;467;532;862;1.039;775;476;263;239;36;9.190
13/06/2022;LÍNEA O;184;916;1.373;1.179;765;642;547;549;632;553;680;687;1.001;1.308;909;749;472;441;158;8;13.753
13/06/2022;LÍNEA P;1.137;2.640;2.731;1.869;1.001;774;653;1.027;1.108;707;592;653;935;1.073;620;438;650;460;104;;19.172
13/06/2022;LÍNEA T-A;1.210;3.352;4.377;3.719;2.432;1.913;1.886;1.947;2.308;2.239;2.520;2.688;3.015;4.744;4.279;2.754;1.926;1.364;983;43;49.699
14/06/2022;LÍNEA 1;2.768;8.014;11.058;9.781;6.208;4.997;4.273;4.686;4.830;4.885;5.176;5.558;8.493;10.642;8.583;5.015;3.324;2.517;1.429;51;112.288
14/06/2022;LÍNEA 2;133;741;963;973;829;812;888;906;988;923;1.061;1.221;1.804;2.073;1.712;1.196;787;463;192;3;18.668
14/06/2022;LÍNEA A;14.416;43.887;58.249;48.895;30.586;25.906;22.708;23.908;27.184;26.738;31.482;34.625;56.119;78.604;55.051;30.891;19.957;15.587;8.093;39;652.925
14/06/2022;LÍNEA B;2.849;7.672;9.000;8.187;5.084;4.310;3.599;3.981;4.477;4.239;4.375;4.869;6.932;10.076;6.826;3.860;2.888;2.096;1.005;5;96.330
14/06/2022;LÍNEA H;211;477;408;225;136;116;107;88;91;111;59;50;56;44;37;39;36;12;4;;2.307
14/06/2022;LÍNEA J;1.295;2.373;2.414;2.071;1.245;887;776;727;774;632;595;474;622;660;390;274;242;113;33;;16.597
14/06/2022;LÍNEA K;2.473;2.960;2.916;2.253;1.589;1.240;1.120;1.145;1.410;1.078;892;922;1.052;1.030;469;384;494;212;81;1;23.721
14/06/2022;LÍNEA L;;;;;;80;102;155;134;116;137;139;138;148;;;;;;;1.149
14/06/2022;LÍNEA M;319;809;832;590;339;264;227;279;311;286;318;434;545;774;1.025;909;431;281;243;51;9.267
14/06/2022;LÍNEA O;190;886;1.458;1.380;717;694;559;603;593;635;562;624;1.031;1.322;1.028;714;542;454;182;1;14.175
14/06/2022;LÍNEA P;884;2.110;2.348;1.668;937;705;674;909;1.126;724;488;696;751;1.186;629;409;593;432;73;;17.342
14/06/2022;LÍNEA T-A;1.027;2.960;4.003;3.630;2.411;1.943;1.753;2.015;2.260;1.965;2.238;2.548;3.611;4.452;4.394;3.041;1.981;1.451;935;42;48.660
15/06/2022;LÍNEA 1;2.791;8.071;11.261;9.624;6.032;5.129;4.429;4.617;4.879;4.979;4.596;6.036;8.254;10.676;8.671;5.037;3.517;2.462;1.663;190;112.914
15/06/2022;LÍNEA 2;157;720;1.009;916;846;813;851;1.000;942;920;902;1.313;1.683;2.051;1.823;1.266;758;432;188;11;18.601
15/06/2022;LÍNEA A;14.866;45.371;59.237;48.202;28.810;25.597;22.775;23.933;27.276;27.052;30.225;35.953;55.699;77.534;58.026;34.389;21.020;15.183;9.504;118;660.770
15/06/2022;LÍNEA B;2.911;7.846;9.177;8.110;5.250;4.343;3.753;3.813;4.370;4.237;4.005;4.858;6.972;9.792;7.529;4.264;2.904;2.191;5.978;25;102.328
15/06/2022;LÍNEA H;205;487;381;244;121;105;111;105;88;95;47;82;68;46;42;45;22;9;2;;2.305
15/06/2022;LÍNEA J;1.344;2.472;2.457;2.052;1.232;884;770;730;874;737;226;625;748;726;504;326;292;96;48;2;17.145
15/06/2022;LÍNEA K;2.471;3.033;2.838;2.368;1.641;1.365;1.203;1.116;1.412;1.176;513;1.074;1.160;1.200;752;626;664;291;136;3;25.042
15/06/2022;LÍNEA L;;;;;;138;161;170;189;194;104;168;137;139;;;;;;;1.400
15/06/2022;LÍNEA M;323;809;890;538;359;316;265;270;310;267;172;442;608;827;987;841;491;284;324;97;9.420
15/06/2022;LÍNEA O;189;913;1.414;1.314;835;648;476;529;608;638;588;704;1.014;1.292;997;753;518;392;261;26;14.109
15/06/2022;LÍNEA P;1.306;2.979;3.123;2.205;1.192;926;780;1.024;1.303;772;329;712;885;1.299;804;522;670;393;110;;21.334
15/06/2022;LÍNEA T-A;1.358;3.766;4.600;3.922;2.609;2.118;1.872;2.102;2.355;2.328;2.117;2.779;3.534;4.744;4.719;3.202;2.039;1.560;1.396;115;53.235
16/06/2022;LÍNEA 1;2.859;8.132;10.739;9.600;6.383;5.503;4.463;4.406;4.949;4.957;5.251;5.851;7.859;10.681;8.321;5.270;3.543;2.800;1.437;69;113.073
16/06/2022;LÍNEA 2;150;724;1.027;1.079;847;894;934;1.061;1.056;997;1.093;1.377;1.810;2.164;2.039;1.301;929;507;211;8;20.208
16/06/2022;LÍNEA A;8.919;30.528;41.386;36.513;25.047;22.985;19.839;19.249;21.828;22.171;26.606;28.255;45.271;61.851;46.520;26.766;17.775;14.218;7.295;132;523.154
16/06/2022;LÍNEA B;2.874;7.539;9.120;8.306;5.221;4.409;3.652;3.750;4.198;4.044;4.161;4.350;5.975;9.106;6.472;3.643;2.790;1.982;934;15;92.541
16/06/2022;LÍNEA H;196;467;395;231;127;119;106;106;117;75;53;46;57;45;30;44;31;11;5;;2.261
16/06/2022;LÍNEA J;1.307;2.443;2.406;1.987;1.254;907;792;706;785;675;520;540;575;649;443;345;260;164;38;;16.796
16/06/2022;LÍNEA K;276;486;458;475;289;363;314;444;440;392;276;359;444;431;315;190;186;145;62;2;6.347
16/06/2022;LÍNEA L;;;;;;60;122;109;90;109;96;113;82;113;;;;;;;894
16/06/2022;LÍNEA M;303;743;815;579;333;289;268;248;318;258;297;335;554;617;963;849;483;271;294;41;8.858
16/06/2022;LÍNEA O;168;888;1.315;1.312;831;714;535;492;581;602;578;675;856;1.246;1.029;739;526;416;233;8;13.744
16/06/2022;LÍNEA P;86;358;459;329;193;208;184;284;283;205;176;212;370;488;342;250;331;225;54;;5.037
16/06/2022;LÍNEA T-A;1.073;3.158;4.407;3.854;2.529;2.208;1.993;2.015;2.234;2.227;2.174;2.366;3.399;3.809;4.387;3.168;2.120;1.534;1.086;59;49.800
17/06/2022;LÍNEA 1;3.082;7.966;10.263;9.410;6.102;5.092;4.612;4.691;4.991;4.462;5.088;6.442;8.194;9.894;7.517;5.393;3.689;3.022;1.565;135;111.610
17/06/2022;LÍNEA 2;171;727;977;962;857;861;955;1.112;1.195;1.057;1.071;1.502;1.849;1.978;1.850;1.514;989;581;348;8;20.564
17/06/2022;LÍNEA A;11.145;32.078;39.655;36.399;24.401;19.879;18.606;19.290;22.531;21.779;25.645;31.198;45.226;55.074;41.971;27.803;18.535;15.010;10.087;159;516.471
17/06/2022;LÍNEA B;2.811;7.242;8.328;7.648;5.152;4.266;3.872;3.976;4.210;4.170;3.707;5.176;6.361;8.330;6.109;3.774;2.679;2.036;1.268;36;91.151
17/06/2022;LÍNEA H;202;457;401;249;135;115;89;82;99;83;44;35;68;53;33;27;38;17;4;;2.231
17/06/2022;LÍNEA J;1.294;2.423;2.317;1.895;1.297;1.018;837;722;817;543;558;575;581;607;469;322;295;144;62;;16.776
17/06/2022;LÍNEA K;431;786;799;618;450;383;347;366;436;259;348;409;449;470;362;250;249;157;69;4;7.642
17/06/2022;LÍNEA L;;;;;;100;33;79;122;25;50;73;92;68;;;;;;;642
17/06/2022;LÍNEA M;280;697;780;562;367;273;293;315;371;251;256;353;528;750;978;849;460;331;327;123;9.144
17/06/2022;LÍNEA O;190;810;1.191;1.210;845;629;519;445;555;556;504;665;847;919;700;609;501;405;343;29;12.472
17/06/2022;LÍNEA P;71;296;355;222;163;214;161;259;272;101;168;341;282;423;364;257;244;221;76;5;4.495
17/06/2022;LÍNEA T-A;996;2.608;3.264;2.951;2.172;1.753;1.628;1.808;2.202;1.829;1.903;2.311;3.090;4.263;3.812;3.057;2.062;1.531;1.236;98;44.574
18/06/2022;LÍNEA 1;2.452;5.385;6.524;6.662;4.800;4.231;4.188;4.476;6.263;6.575;6.340;4.737;4.918;4.220;3.906;3.142;2.383;2.329;1.349;72;84.952
18/06/2022;LÍNEA 2;127;540;643;750;696;656;814;967;1.363;1.361;1.243;1.107;1.197;1.167;1.176;916;555;505;230;9;16.022
18/06/2022;LÍNEA A;9.875;24.776;28.196;25.043;18.038;16.266;16.855;19.363;30.025;33.146;34.050;24.440;27.059;24.752;22.128;17.142;11.707;11.870;6.518;41;401.290
18/06/2022;LÍNEA B;2.356;4.830;5.331;5.230;4.003;3.777;3.608;3.989;5.331;5.784;5.544;4.489;4.476;3.772;3.414;2.699;1.746;1.726;935;13;73.053
18/06/2022;LÍNEA H;165;308;277;225;128;128;116;111;123;85;66;73;76;68;40;46;47;48;19;;2.149
18/06/2022;LÍNEA J;974;1.696;1.825;1.669;1.180;1.023;838;881;844;879;740;242;551;477;427;419;237;180;84;3;15.169
18/06/2022;LÍNEA K;365;682;698;540;408;391;339;363;502;430;370;247;589;509;341;353;219;223;107;6;7.682
18/06/2022;LÍNEA L;;;;;;172;144;219;149;116;76;176;208;115;;;;;;;1.375
18/06/2022;LÍNEA M;226;528;578;438;341;258;266;341;447;458;463;444;534;518;545;474;375;299;217;63;7.813
18/06/2022;LÍNEA O;159;581;792;825;559;485;497;529;662;657;569;528;575;541;478;454;265;380;221;15;9.772
18/06/2022;LÍNEA P;69;226;279;208;189;146;229;165;256;233;275;141;260;270;235;198;134;127;64;;3.704
18/06/2022;LÍNEA T-A;1.014;2.365;2.964;2.935;2.203;1.929;1.885;1.988;2.711;3.002;2.882;2.562;2.789;2.492;2.525;2.201;1.542;1.415;1.027;87;42.518
19/06/2022;LÍNEA 1;451;1.443;1.792;2.306;3.511;4.384;4.902;5.082;5.083;5.351;5.277;4.004;3.218;2.902;2.740;2.091;1.991;1.466;255;3;58.252
19/06/2022;LÍNEA 2;10;164;162;268;342;514;673;592;620;664;639;455;426;394;433;271;260;209;24;;7.120
19/06/2022;LÍNEA A;42;384;178;159;136;141;162;177;234;218;217;161;186;13.313;11.814;9.169;9.484;6.939;799;46;53.959
19/06/2022;LÍNEA B;6;38;38;12;13;15;17;17;8;15;15;5;13;2.215;2.349;1.782;1.566;993;154;;9.271
19/06/2022;LÍNEA H;;;;;;;;;;;;;;77;38;51;47;33;;;246
19/06/2022;LÍNEA J;;;;;;;;;;;;;;493;541;435;279;214;8;;1.970
19/06/2022;LÍNEA K;;;;;;1;;;1;;;;1;671;550;316;322;219;28;;2.109
19/06/2022;LÍNEA L;;;;;9;46;86;257;210;208;210;235;216;195;;;;;;;1.672
19/06/2022;LÍNEA M;;;;;;;;;;;;;;444;396;326;312;231;89;2;1.800
19/06/2022;LÍNEA O;21;184;241;262;384;428;547;418;477;465;517;387;294;340;373;269;294;238;33;;6.172
19/06/2022;LÍNEA P;;;;1;2;2;2;1;3;8;1;3;4;274;286;154;204;133;6;;1.084
19/06/2022;LÍNEA T-A;42;105;75;66;57;32;34;26;26;24;14;23;31;1.309;1.449;1.145;1.099;888;293;;6.738
20/06/2022;LÍNEA 1;582;1.832;2.159;1.817;1.547;1.783;2.044;2.082;2.175;2.345;2.865;2.802;2.965;2.702;2.535;2.235;2.093;1.658;238;;38.459
20/06/2022;LÍNEA 2;15;203;263;226;162;219;293;284;264;322;488;426;435;454;480;387;311;200;17;;5.449
20/06/2022;LÍNEA A;2.436;9.003;9.522;7.737;6.709;6.994;8.678;8.810;9.786;10.875;14.094;13.002;14.114;15.254;13.717;11.252;10.960;7.918;698;3;181.562
20/06/2022;LÍNEA B;601;1.790;1.870;1.787;1.413;1.678;1.997;1.998;2.154;2.401;2.611;2.562;2.753;2.761;2.301;1.757;1.650;1.376;211;;35.671
20/06/2022;LÍNEA H;;;;;;102;95;65;65;41;72;73;87;59;43;59;39;17;;;817
20/06/2022;LÍNEA J;;;;;11;652;545;550;515;523;643;608;684;509;438;441;297;138;5;;6.559
20/06/2022;LÍNEA K;;;;;219;330;405;478;453;487;573;553;651;671;396;362;244;126;12;;5.960
20/06/2022;LÍNEA L;;;;;41;140;188;262;202;166;185;248;242;280;;;;;;;1.954
20/06/2022;LÍNEA M;;;;;;147;140;171;218;230;288;301;325;334;329;323;250;195;123;;3.374
20/06/2022;LÍNEA O;27;263;311;274;190;217;294;274;262;270;356;301;358;336;346;342;387;255;45;;5.108
20/06/2022;LÍNEA P;;;;;;;;;;;;;;;;1;;;;;1
20/06/2022;LÍNEA T-A;155;657;774;712;635;713;868;962;1.083;1.180;1.455;1.448;1.566;1.512;1.522;1.253;1.176;960;258;;18.889
21/06/2022;LÍNEA 1;3.197;8.228;10.564;9.416;6.336;5.316;4.542;4.795;5.100;4.920;5.361;5.748;7.836;9.591;7.206;4.527;3.218;2.406;1.212;34;109.553
21/06/2022;LÍNEA 2;145;721;1.015;997;900;918;929;1.028;1.051;977;1.116;1.403;1.880;2.253;1.850;1.300;862;436;201;3;19.985
21/06/2022;LÍNEA A;13.030;35.574;43.620;37.746;26.225;22.929;19.969;19.709;22.545;21.888;26.247;27.828;45.067;59.991;44.091;25.800;16.384;12.804;6.177;57;527.681
21/06/2022;LÍNEA B;3.054;7.389;8.301;7.814;5.022;4.327;3.801;4.833;4.568;4.237;4.209;4.590;6.267;8.766;6.367;3.638;2.771;2.232;858;21;93.065
21/06/2022;LÍNEA H;213;481;361;258;129;150;130;92;85;70;54;56;62;49;34;24;33;13;3;;2.297
21/06/2022;LÍNEA J;1.377;2.465;2.447;1.885;1.312;883;709;728;789;677;576;569;664;593;441;298;230;134;28;;16.805
21/06/2022;LÍNEA K;584;952;824;589;443;410;399;415;436;387;300;298;452;375;252;255;233;157;72;;7.833
21/06/2022;LÍNEA M;296;698;737;575;329;350;331;328;375;330;357;455;570;861;989;872;494;317;275;32;9.571
21/06/2022;LÍNEA O;203;846;1.390;1.133;684;565;543;491;523;521;520;647;983;1.133;856;751;534;431;201;5;12.960
21/06/2022;LÍNEA T-A;1.198;3.071;3.619;3.607;2.487;2.163;1.859;1.934;2.181;1.912;2.204;2.385;3.202;4.358;4.094;2.923;2.014;1.411;971;50;47.643
22/06/2022;LÍNEA 1;2.723;7.692;10.421;9.069;6.058;5.195;4.291;4.637;4.817;4.855;5.072;5.505;8.540;11.220;8.475;5.176;3.299;2.678;1.812;109;111.644
22/06/2022;LÍNEA 2;141;725;974;955;897;812;920;1.045;1.026;976;1.101;1.379;1.908;2.168;1.749;1.228;724;423;213;7;19.371
22/06/2022;LÍNEA A;14.269;41.995;53.842;45.741;28.738;24.965;22.801;24.001;27.305;26.730;31.438;34.425;55.612;75.524;54.758;31.155;18.081;13.825;8.170;67;633.442
22/06/2022;LÍNEA B;2.801;7.383;8.976;8.091;4.934;4.433;3.998;4.032;4.656;4.488;4.447;4.984;7.156;9.797;7.255;4.178;2.649;2.476;5.725;13;102.472
22/06/2022;LÍNEA H;195;370;201;262;151;114;96;95;96;77;58;53;83;52;43;28;27;5;2;;2.008
22/06/2022;LÍNEA J;1.334;2.492;2.381;2.107;1.297;950;729;771;747;679;530;519;730;750;490;327;260;126;38;;17.257
22/06/2022;LÍNEA K;1.716;2.359;2.139;1.711;1.288;1.036;942;873;1.083;908;780;794;1.035;962;612;516;496;205;110;1;19.566
22/06/2022;LÍNEA L;;;;;26;130;231;234;219;203;136;175;181;167;;;;;;;1.702
22/06/2022;LÍNEA M;284;714;740;506;337;190;243;231;268;219;232;309;456;685;720;585;296;168;148;59;7.390
22/06/2022;LÍNEA O;183;850;984;1.187;849;719;590;549;669;610;596;614;1.040;1.229;1.096;697;505;457;238;11;13.673
22/06/2022;LÍNEA T-A;1.101;3.038;4.230;3.620;2.564;1.768;2.009;1.865;2.325;2.269;2.279;2.698;3.616;4.803;4.582;2.978;1.963;1.370;1.312;63;50.453
23/06/2022;LÍNEA 1;2.739;8.112;11.046;9.437;6.308;5.188;4.529;4.889;5.038;4.986;5.471;5.920;8.565;10.876;8.431;4.884;3.443;2.529;1.026;33;113.450
23/06/2022;LÍNEA 2;141;720;976;948;801;786;799;1.029;971;901;1.072;1.311;1.739;2.154;1.793;1.185;797;400;181;3;18.707
23/06/2022;LÍNEA A;14.923;43.266;56.888;46.082;28.724;25.196;23.248;23.860;26.620;26.459;32.589;35.095;55.243;74.498;54.004;31.153;20.242;16.331;9.202;86;643.709
23/06/2022;LÍNEA B;2.917;7.558;8.870;7.856;5.058;4.383;3.932;3.930;4.536;4.478;4.911;5.321;6.839;9.435;7.005;4.058;3.082;2.643;1.234;15;98.061
23/06/2022;LÍNEA H;207;490;409;229;130;128;107;100;126;67;54;61;91;51;29;27;37;13;4;;2.360
23/06/2022;LÍNEA J;1.339;2.381;2.428;2.166;1.284;914;738;742;893;617;553;639;628;667;437;351;278;151;40;;17.246
23/06/2022;LÍNEA K;2.234;2.722;2.586;2.066;1.460;1.201;1.080;1.020;1.206;991;777;924;1.146;1.011;560;461;531;253;84;2;22.315
23/06/2022;LÍNEA L;;;;;;151;158;227;231;195;234;228;237;181;;;;;;;1.842
23/06/2022;LÍNEA M;297;694;766;542;364;314;268;256;383;363;402;565;680;1.170;1.333;1.011;555;361;373;94;10.791
23/06/2022;LÍNEA O;180;928;1.440;1.264;835;635;604;539;631;578;644;713;953;1.314;982;711;527;467;249;6;14.200
23/06/2022;LÍNEA T-A;1.138;3.194;4.093;3.609;2.686;2.090;2.007;2.048;2.457;2.294;2.527;2.770;3.862;4.795;4.562;3.153;2.091;1.637;1.134;66;52.213
24/06/2022;LÍNEA 1;2.760;7.684;10.549;9.209;6.053;5.283;4.555;4.706;5.058;4.822;5.681;6.131;8.368;10.794;7.813;5.130;3.427;3.018;1.668;68;112.777
24/06/2022;LÍNEA 2;148;738;955;934;829;874;829;994;1.084;926;1.144;1.380;1.798;2.137;1.798;1.272;683;522;295;6;19.346
24/06/2022;LÍNEA A;15.345;42.112;55.846;45.673;29.546;26.383;24.155;25.094;28.828;28.044;34.445;37.610;56.327;73.472;52.856;32.515;20.342;17.483;10.453;89;656.618
24/06/2022;LÍNEA B;2.850;7.340;8.593;7.750;5.066;4.462;4.039;4.138;4.753;4.266;4.773;5.373;7.198;9.711;6.920;4.125;3.055;2.267;1.336;22;98.037
24/06/2022;LÍNEA H;200;474;374;268;206;128;94;109;110;80;73;55;70;65;30;40;23;11;13;;2.423
24/06/2022;LÍNEA J;1.324;2.435;2.371;2.095;1.284;995;769;804;829;714;648;600;774;529;482;346;253;142;47;;17.441
24/06/2022;LÍNEA K;1.942;2.656;2.409;1.904;1.363;1.148;980;990;1.119;929;815;823;1.114;1.139;666;478;514;247;99;;21.335
24/06/2022;LÍNEA L;;;;;;191;185;267;297;291;247;299;360;301;;;;;;;2.438
24/06/2022;LÍNEA M;332;855;902;670;393;300;292;271;365;311;347;487;625;933;938;743;513;312;296;74;9.959
24/06/2022;LÍNEA O;211;877;1.314;1.220;747;709;535;568;611;616;648;681;861;1.081;928;700;427;529;273;17;13.553
24/06/2022;LÍNEA T-A;1.133;3.143;4.043;3.602;2.466;2.011;2.044;2.003;2.404;2.120;2.479;2.725;3.764;4.812;4.337;2.968;2.058;1.622;1.293;80;51.107
25/06/2022;LÍNEA 1;2.146;5.097;6.305;6.774;5.103;4.461;4.096;4.464;5.948;6.230;6.439;5.422;5.101;4.750;4.396;3.750;2.653;2.340;1.397;55;86.927
25/06/2022;LÍNEA 2;117;512;528;614;578;727;713;920;1.229;1.196;1.124;1.130;1.074;1.124;1.117;933;543;436;200;5;14.820
25/06/2022;LÍNEA A;12.018;28.223;33.809;32.063;23.613;21.877;22.257;25.522;38.645;40.929;42.985;36.147;34.326;31.923;30.232;25.159;15.716;14.633;8.953;113;519.143
25/06/2022;LÍNEA B;2.323;4.927;5.298;5.419;4.244;4.062;3.951;4.422;5.721;6.202;6.129;5.297;5.273;4.945;4.677;3.744;2.399;1.752;1.107;16;81.908
25/06/2022;LÍNEA H;158;378;315;200;165;143;99;82;119;90;126;85;83;79;85;70;27;31;12;;2.347
25/06/2022;LÍNEA J;865;1.562;1.680;1.555;1.107;869;787;771;843;796;789;726;766;657;540;523;306;180;74;;15.396
25/06/2022;LÍNEA K;2.125;3.039;2.747;2.383;1.804;1.380;1.259;1.231;1.498;1.382;1.250;1.261;1.319;1.353;971;799;658;413;182;4;27.058
25/06/2022;LÍNEA L;;;;;;234;340;343;308;336;301;299;390;410;2;;;;;;2.963
25/06/2022;LÍNEA M;243;568;606;496;339;278;241;297;416;508;579;617;563;532;566;557;431;274;245;80;8.436
25/06/2022;LÍNEA O;164;573;845;910;584;494;538;556;695;728;665;578;590;577;530;465;381;362;216;12;10.463
25/06/2022;LÍNEA T-A;926;2.237;2.862;2.882;2.107;1.937;1.962;2.174;2.886;3.021;3.163;2.992;2.777;2.696;2.737;2.438;1.819;1.453;1.157;90;44.316
26/06/2022;LÍNEA 1;429;1.574;1.853;1.859;1.850;2.537;2.426;2.542;2.672;2.937;2.851;2.749;2.798;3.048;3.101;2.103;1.351;1.125;271;16;40.092
26/06/2022;LÍNEA 2;12;175;179;209;219;286;312;428;542;574;505;429;384;471;483;363;204;207;32;;6.014
26/06/2022;LÍNEA A;3.020;9.260;10.912;10.313;10.397;12.717;12.399;14.237;15.837;17.434;18.589;17.342;19.639;20.569;19.034;14.047;10.931;10.627;1.241;;248.545
26/06/2022;LÍNEA B;629;1.562;1.707;1.765;2.038;2.641;2.503;2.798;2.831;3.148;3.608;3.040;3.489;3.720;3.492;2.257;1.557;2.817;464;;46.066
26/06/2022;LÍNEA H;;;;;;138;70;101;110;92;62;85;44;102;83;72;31;25;;;1.015
26/06/2022;LÍNEA J;116;184;194;121;89;1.050;716;869;890;867;790;743;923;718;823;550;307;264;19;;10.233
26/06/2022;LÍNEA K;;;;;543;1.147;775;1.061;1.028;1.068;1.163;1.400;1.397;1.260;941;712;450;442;60;;13.447
26/06/2022;LÍNEA L;;;;;145;283;395;397;447;435;362;488;477;205;1;;;;;;3.635
26/06/2022;LÍNEA M;;;;;;249;230;248;323;370;362;396;272;355;452;385;248;168;35;;4.093
26/06/2022;LÍNEA O;15;292;291;280;201;301;304;275;274;288;386;311;334;410;370;338;343;299;63;;5.375
26/06/2022;LÍNEA T-A;139;637;859;779;878;1.302;1.310;1.275;1.557;1.766;1.723;1.737;1.700;1.955;1.970;1.619;1.042;66;13;;22.327
27/06/2022;LÍNEA 1;456;1.680;1.880;1.830;1.514;1.711;1.934;2.001;2.101;2.351;2.433;2.289;2.833;2.598;2.470;2.074;2.027;1.490;216;;35.888
27/06/2022;LÍNEA 2;14;207;211;232;183;218;261;269;294;340;313;285;392;374;451;369;273;219;16;;4.921
27/06/2022;LÍNEA A;3.198;9.790;10.745;9.692;8.263;9.463;11.605;12.190;13.304;14.623;17.158;15.576;17.833;18.876;17.510;14.497;13.613;9.630;788;;228.354
27/06/2022;LÍNEA B;945;1.793;1.862;1.733;1.612;1.935;2.332;2.359;2.696;2.777;2.725;2.523;3.164;2.753;2.735;2.111;1.644;1.241;118;;39.058
27/06/2022;LÍNEA H;;;;;2;101;85;79;77;54;78;49;93;51;67;62;41;15;;;854
27/06/2022;LÍNEA J;;;;;49;620;574;671;624;681;478;310;612;611;515;446;365;167;4;;6.727
27/06/2022;LÍNEA K;;;;;402;805;761;972;1.050;1.053;1.114;776;1.532;1.094;703;685;585;255;15;;11.802
27/06/2022;LÍNEA L;;;;;96;313;457;492;511;608;536;458;612;427;;;;;;;4.510
27/06/2022;LÍNEA M;;;;;;205;203;253;293;326;279;243;360;373;463;359;290;172;120;;3.939
27/06/2022;LÍNEA O;16;304;274;242;195;254;289;258;276;285;303;287;365;434;361;351;326;291;31;;5.142
27/06/2022;LÍNEA T-A;148;669;754;715;684;929;1.152;1.197;1.387;1.438;1.759;1.372;1.595;1.611;1.727;1.536;1.375;1.029;250;;21.327
28/06/2022;LÍNEA 1;2.773;7.725;10.496;9.282;5.999;5.170;4.442;4.589;4.788;4.650;5.488;5.741;7.755;10.527;8.155;4.935;3.284;2.684;1.476;37;109.996
28/06/2022;LÍNEA 2;133;713;962;924;810;903;923;1.073;1.047;965;1.274;1.328;1.712;2.173;1.930;1.182;752;433;211;3;19.451
28/06/2022;LÍNEA A;15.019;43.085;57.136;47.313;28.979;25.150;23.169;24.276;27.029;26.161;32.739;34.889;51.712;73.291;54.201;30.474;18.907;14.978;7.974;52;636.534
28/06/2022;LÍNEA B;2.962;7.199;8.611;7.794;4.914;4.287;3.833;3.910;4.240;4.159;4.454;5.017;6.270;8.925;6.732;3.893;2.842;2.175;1.038;4;93.259
28/06/2022;LÍNEA H;223;475;418;236;123;114;106;106;100;79;47;81;64;54;36;37;30;15;8;;2.352
28/06/2022;LÍNEA J;1.368;2.493;2.421;1.922;1.300;911;817;808;863;678;643;528;611;588;423;350;313;120;34;1;17.192
28/06/2022;LÍNEA K;2.380;3.029;2.683;2.113;1.428;1.188;1.085;1.054;1.191;919;830;677;946;728;590;483;484;235;89;2;22.134
28/06/2022;LÍNEA M;315;761;808;574;318;249;267;258;272;256;341;405;574;754;994;821;494;254;269;33;9.017
28/06/2022;LÍNEA O;191;873;1.313;1.267;667;612;498;529;539;498;648;682;836;1.237;976;705;522;472;184;10;13.259
28/06/2022;LÍNEA T-A;1.164;3.160;4.047;3.705;2.337;2.015;1.955;1.990;2.237;2.220;2.547;2.635;3.345;4.583;3.887;3.416;2.057;1.511;1.032;36;49.879
29/06/2022;LÍNEA 1;2.624;7.297;10.687;9.771;6.070;5.113;4.392;4.517;4.775;4.570;5.024;5.349;7.612;9.784;8.026;4.749;3.323;2.541;1.447;54;107.725
29/06/2022;LÍNEA 2;136;620;950;912;879;823;830;936;964;981;1.072;1.385;1.645;2.179;1.781;1.255;805;444;223;6;18.826
29/06/2022;LÍNEA A;14.951;41.626;57.240;50.064;30.927;26.368;23.941;24.588;27.795;26.868;32.121;33.335;50.355;68.944;51.965;29.949;19.148;14.505;7.775;47;632.512
29/06/2022;LÍNEA B;2.753;6.903;8.643;7.991;4.728;4.276;3.952;3.937;4.380;4.283;4.260;4.504;6.430;9.634;6.906;4.077;2.845;1.928;1.056;12;93.498
29/06/2022;LÍNEA H;198;432;442;285;159;132;116;139;107;89;71;76;70;50;45;44;38;20;2;4;2.519
29/06/2022;LÍNEA J;1.223;2.275;2.389;2.036;1.279;890;811;795;809;683;580;621;686;660;481;330;290;128;36;;17.002
